node,centrality
13181,0.00004631546886298408
1909,0.00004631546886298408
20750,0.00004631546886298408
15254,0.00004631546886298408
1897,0.00004631546886298408
7409,0.00004631546886298408
20137,0.00004631546886298408
19518,0.00004631546886298408
20804,0.00004631546886298408
18916,0.00004631546886298408
6750,0.00004631546886298408
17089,0.00004631546886298408
6969,0.00004631546886298408
3324,0.00004631546886298408
15600,0.00004631546886298408
920,0.00004631546886298408
20677,0.00004631546886298408
21540,0.00004631546886298408
17734,0.00004631546886298408
9600,0.00004631546886298408
18948,0.00004631546886298408
19454,0.00004631546886298408
3277,0.00004631546886298408
10426,0.00004631546886298408
19521,0.00004631546886298408
14631,0.00004631546886298408
8472,0.00004631546886298408
14842,0.00004631546886298408
1685,0.00004631546886298408
16137,0.00004631546886298408
4503,0.00004631546886298408
153,0.00004631546886298408
1490,0.00004631546886298408
13852,0.00004631546886298408
2429,0.00004631546886298408
19279,0.00004631546886298408
2895,0.00004631546886298408
2097,0.00004631546886298408
5609,0.00004631546886298408
8468,0.00004631546886298408
4473,0.00004631546886298408
4039,0.00004631546886298408
21425,0.00004631546886298408
6391,0.00004631546886298408
13909,0.00004631546886298408
15203,0.00004631546886298408
5929,0.00004631546886298408
9330,0.00004631546886298408
20954,0.00004631546886298408
18144,0.00004631546886298408
601,0.00004631546886298408
7139,0.00004631546886298408
18873,0.00004631546886298408
20435,0.00004631546886298408
14045,0.00004631546886298408
16098,0.00004631546886298408
4917,0.00004631546886298408
13478,0.00004631546886298408
3669,0.00004631546886298408
2300,0.00004631546886298408
9751,0.00004631546886298408
9457,0.00004631546886298408
197,0.00004631546886298408
12423,0.00004631546886298408
2446,0.00004631546886298408
9889,0.00004631546886298408
11749,0.00004631546886298408
3022,0.00004631546886298408
9598,0.00004631546886298408
855,0.00004631546886298408
13649,0.00004631546886298408
13928,0.00004631546886298408
15260,0.00004631546886298408
7178,0.00004631546886298408
7263,0.00004631546886298408
7318,0.00004631546886298408
19175,0.00004631546886298408
2672,0.00004631546886298408
18016,0.00004631546886298408
18444,0.00004631546886298408
8615,0.00004631546886298408
15289,0.00004631546886298408
3933,0.00004631546886298408
12825,0.00004631546886298408
17382,0.00004631546886298408
13424,0.00004631546886298408
10456,0.00004631546886298408
18801,0.00004631546886298408
18799,0.00004631546886298408
1555,0.00004631546886298408
13882,0.00004631546886298408
10783,0.00004631546886298408
8942,0.00004631546886298408
20277,0.00004631546886298408
19133,0.00004631546886298408
1825,0.00004631546886298408
20068,0.00004631546886298408
20236,0.00004631546886298408
21535,0.00004631546886298408
8597,0.00004631546886298408
8668,0.00004631546886298408
16656,0.00004631546886298408
17386,0.00004631546886298408
1470,0.00004631546886298408
669,0.00004631546886298408
3723,0.00004631546886298408
21306,0.00004631546886298408
7560,0.00004631546886298408
5869,0.00004631546886298408
2029,0.00004631546886298408
2241,0.00004631546886298408
5575,0.00004631546886298408
17634,0.00004631546886298408
14510,0.00004631546886298408
5216,0.00004631546886298408
20582,0.00004631546886298408
12681,0.00004631546886298408
18006,0.00004631546886298408
5846,0.00004631546886298408
10964,0.00004631546886298408
10506,0.00004631546886298408
41,0.00004631546886298408
9168,0.00004631546886298408
10328,0.00004631546886298408
3407,0.00004631546886298408
19194,0.00004631546886298408
18805,0.00004631546886298408
13691,0.00004631546886298408
1867,0.00004631546886298408
20378,0.00004631546886298408
980,0.00004631546886298408
17425,0.00004631546886298408
19664,0.00004631546886298408
3666,0.00004631546886298408
19590,0.00004631546886298408
8684,0.00004631546886298408
8864,0.00004631546886298408
10056,0.00004631546886298408
17550,0.00004631546886298408
12854,0.00004631546886298408
6248,0.00004631546886298408
849,0.00004631546886298408
5020,0.00004631546886298408
869,0.00004631546886298408
11960,0.00004631546886298408
10435,0.00004631546886298408
11224,0.00004631546886298408
6160,0.00004631546886298408
2816,0.00004631546886298408
10152,0.00004631546886298408
21436,0.00004631546886298408
9283,0.00004631546886298408
11412,0.00004631546886298408
2035,0.00004631546886298408
10513,0.00004631546886298408
6233,0.00004631546886298408
2671,0.00004631546886298408
9310,0.00004631546886298408
13525,0.00004631546886298408
3687,0.00004631546886298408
20039,0.00004631546886298408
18428,0.00004631546886298408
4639,0.00004631546886298408
1805,0.00004631546886298408
2643,0.00004631546886298408
4322,0.00004631546886298408
11484,0.00004631546886298408
12764,0.00004631546886298408
3771,0.00004631546886298408
17104,0.00004631546886298408
10064,0.00004631546886298408
10033,0.00004631546886298408
15237,0.00004631546886298408
18789,0.00004631546886298408
5349,0.00004631546886298408
8155,0.00004631546886298408
3957,0.00004631546886298408
9763,0.00004631546886298408
15539,0.00004631546886298408
21110,0.00004631546886298408
12671,0.00004631546886298408
9449,0.00004631546886298408
19872,0.00004631546886298408
2585,0.00004631546886298408
11189,0.00004631546886298408
20336,0.00004631546886298408
8614,0.00004631546886298408
3485,0.00004631546886298408
11995,0.00004631546886298408
899,0.00004631546886298408
16808,0.00004631546886298408
9374,0.00004631546886298408
1302,0.00004631546886298408
5975,0.00004631546886298408
692,0.00004631546886298408
5470,0.00004631546886298408
10668,0.00004631546886298408
14786,0.00004631546886298408
6132,0.00004631546886298408
19536,0.00004631546886298408
4296,0.00004631546886298408
19859,0.00004631546886298408
15687,0.00004631546886298408
10951,0.00004631546886298408
19744,0.00004631546886298408
13496,0.00004631546886298408
13798,0.00004631546886298408
7023,0.00004631546886298408
13167,0.00004631546886298408
147,0.00004631546886298408
6931,0.00004631546886298408
2108,0.00004631546886298408
6557,0.00004631546886298408
10905,0.00004631546886298408
4941,0.00004631546886298408
15243,0.00004631546886298408
17730,0.00004631546886298408
8030,0.00004631546886298408
5772,0.00004631546886298408
8974,0.00004631546886298408
14637,0.00004631546886298408
17411,0.00004631546886298408
145,0.00004631546886298408
131,0.00004631546886298408
13127,0.00004631546886298408
9192,0.00004631546886298408
21114,0.00004631546886298408
14619,0.00004631546886298408
17574,0.00004631546886298408
4766,0.00004631546886298408
20916,0.00004631546886298408
12976,0.00004631546886298408
8241,0.00004631546886298408
2019,0.00004631546886298408
8121,0.00004631546886298408
12146,0.00004631546886298408
18592,0.00004631546886298408
17750,0.00004631546886298408
4618,0.00004631546886298408
15929,0.00004631546886298408
17990,0.00004631546886298408
780,0.00004631546886298408
3504,0.00004631546886298408
18543,0.00004631546886298408
14921,0.00004631546886298408
2550,0.00004631546886298408
4348,0.00004631546886298408
7436,0.00004631546886298408
4302,0.00004631546886298408
